image, root_name, root, length, vector_length, surface, volume, direction, diameter, root_order, root_ontology, parent_name, parent, insertion_position, insertion_angle, n_child, child_density, first_child, insertion_first_child, last_child, insertion_last_child
rbohD_GC_C10_2.rsml, rbohD_10_c10_day2, b716cc90-dfc3-49ee-a450-ecdc21d97c40, 0.3713839, 0.28740752, 0.0709973, 0.0011545307, 211.97843160857911, 0.062234584, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
rbohD_GC_C10_2.rsml, rbohD_9_c10_day2, 5ef20a2c-5650-49c2-be00-9b2dc5a259d8, 0.3249686, 0.31449267, 0.055466667, 7.3825294E-4, 244.71892973465688, 0.04512607, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
rbohD_GC_C10_2.rsml, rbohD_8_c10_day2, 697dec5a-61e2-4ac8-82e7-66dceb1b0ad4, 0.2864905, 0.27808952, 0.069443755, 0.0013395848, 255.38623721811277, 0.06881703, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
rbohD_GC_C10_2.rsml, rbohD_7_c10_day2, 1a2a2db4-ab1d-4f84-bf01-9197140307a9, 0.3227756, 0.3102423, 0.043883327, 4.7588936E-4, 216.5815283166825, 0.04290679, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
rbohD_GC_C10_2.rsml, rbohD_6_c10_day2, cf694fa3-4b50-4211-9675-b74b4b2770d9, 0.33293808, 0.3275403, 0.049865514, 6.6585426E-4, 263.97388870308316, 0.042213973, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
rbohD_GC_C10_2.rsml, rbohD_5_c10_day2, 17e91222-7f27-4539-a985-80719620d468, 0.2942084, 0.28036582, 0.039874516, 4.3515334E-4, 203.93774167234335, 0.036092613, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
rbohD_GC_C10_2.rsml, rbohD_4_c10_day2, 22a8202c-cd4d-4d63-bb17-cc0581c1483f, 0.41884893, 0.40558466, 0.09406354, 0.0017048718, 243.0531558791175, 0.055802684, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
rbohD_GC_C10_2.rsml, rbohD_3_c10_day2, 628c5811-520f-4150-88cf-f6046dba9266, 0.33179525, 0.32631135, 0.052472383, 6.736972E-4, 276.1447393889123, 0.052680038, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
rbohD_GC_C10_2.rsml, rbohD_2_c10_day2, 23037c7c-d1c4-4af3-9a94-2eaa65c5159d, 0.17006077, 0.16546245, 0.027679563, 3.5768954E-4, 273.87397469744985, 0.048643384, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
rbohD_GC_C10_2.rsml, rbohD_1_c10_day2, d851100f-7c86-474f-87ba-89e52dceaa66, 0.3163581, 0.29736432, 0.06078981, 0.0010344977, 274.489456703938, 0.06214099, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, rbohD_C10_FL_10_day2, 9aa399f9-eba4-4efd-a910-a2426bc4debf, 3.388883, 2.706546, 0.70134145, 0.014035406, 221.60977697986246, 0.06519155, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 1, 0.0, f0d37d7d-14d2-4ae4-b459-e57c3876c5db, 0.124437325, f0d37d7d-14d2-4ae4-b459-e57c3876c5db, 0.124437325
rbohD_FL_C10_6.rsml, lat_1, f0d37d7d-14d2-4ae4-b459-e57c3876c5db, 0.5947689, 0.5144559, 0.09766585, 0.001294108, 218.06033257388194, 0.051760703, 1, Lateral root, rbohD_C10_FL_10_day2, 9aa399f9-eba4-4efd-a910-a2426bc4debf, 0.124437325, 47.04667085212799, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, rbohD_C10_FL_9_day2, d39fe643-aa00-4be3-9d77-7068ab44e29a, 3.9156814, 3.717378, 0.547268, 0.0063840207, 251.45655618103763, 0.04626436, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 6, 7.8735113, 015a8770-01fd-4e52-a931-b02068377e83, 0.22554046, 9fa73720-8458-4439-a55e-4ad77919da65, 0.9875893
rbohD_FL_C10_6.rsml, lat_2, 9fa73720-8458-4439-a55e-4ad77919da65, 0.07238379, 0.07102906, 0.009003512, 8.4755855E-5, 169.64276079306237, 0.041470557, 1, Lateral root, rbohD_C10_FL_9_day2, d39fe643-aa00-4be3-9d77-7068ab44e29a, 0.9875893, 104.43090131496197, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_3, 7d5cfed4-f2cc-461b-8141-570ad2ffbac2, 0.069457114, 0.06942344, 0.00631075, 4.5593784E-5, 259.4197644513288, 0.028200356, 1, Lateral root, rbohD_C10_FL_9_day2, d39fe643-aa00-4be3-9d77-7068ab44e29a, 0.646702, 34.784404914447414, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_9, b346c1d8-6af8-48b8-ad98-752673f2c681, 0.12956499, 0.127892, 0.016954038, 1.7679672E-4, 172.95148201193496, 0.041590426, 1, Lateral root, rbohD_C10_FL_9_day2, d39fe643-aa00-4be3-9d77-7068ab44e29a, 0.85769963, 101.12218009608938, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_10, 77c42b9c-61c4-45b9-862c-11346f7dbc61, 0.3098186, 0.30756876, 0.0442835, 5.1851466E-4, 345.7278379735508, 0.045620915, 1, Lateral root, rbohD_C10_FL_9_day2, d39fe643-aa00-4be3-9d77-7068ab44e29a, 0.56670743, 122.09622937671615, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_11, 2d4e8825-76ab-4e4b-9039-3cc8f84f821f, 0.42920524, 0.39572015, 0.04919648, 4.6735432E-4, 218.5837163096017, 0.037598517, 1, Lateral root, rbohD_C10_FL_9_day2, d39fe643-aa00-4be3-9d77-7068ab44e29a, 0.38015217, 53.38510006227816, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_7, 015a8770-01fd-4e52-a931-b02068377e83, 0.4703074, 0.46048158, 0.1216979, 0.00256, 236.5841744331717, 0.07932076, 1, Lateral root, rbohD_C10_FL_9_day2, d39fe643-aa00-4be3-9d77-7068ab44e29a, 0.22554046, 24.69796403876611, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, rbohD_C10_FL_8_day2, 3597c69c-23ce-471f-a4f5-0ccb631d8d95, 3.403227, 3.0369189, 0.5793817, 0.008830813, 260.0480872134566, 0.0529947, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 6, 9.326069, 91968c7c-9a29-4cf9-b300-2f65b8e902f7, 0.16468449, 55954181-80f1-4695-ab70-7f45309ec2af, 0.8080424
rbohD_FL_C10_6.rsml, lat_5, 91968c7c-9a29-4cf9-b300-2f65b8e902f7, 0.26343983, 0.26343983, 0.029964497, 2.7941927E-4, 141.48779212854268, 0.036172774, 1, Lateral root, rbohD_C10_FL_8_day2, 3597c69c-23ce-471f-a4f5-0ccb631d8d95, 0.16468449, 98.034347194975, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_6, 55954181-80f1-4695-ab70-7f45309ec2af, 0.114920534, 0.11256286, 0.0143089015, 1.3913633E-4, 191.24059759020807, 0.043522637, 1, Lateral root, rbohD_C10_FL_8_day2, 3597c69c-23ce-471f-a4f5-0ccb631d8d95, 0.8080424, 143.56844533464698, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_9, b4bcc950-a4b1-4967-8650-19ead5bccb4a, 0.20804682, 0.20309119, 0.03668408, 5.174308E-4, 329.0080539797365, 0.060831744, 1, Lateral root, rbohD_C10_FL_8_day2, 3597c69c-23ce-471f-a4f5-0ccb631d8d95, 0.26836538, 72.37689184198383, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_11, bccf7400-4c6f-4d6b-9722-9e78053d120a, 0.2577087, 0.25709745, 0.03688223, 4.2157943E-4, 195.40503222905653, 0.045492217, 1, Lateral root, rbohD_C10_FL_8_day2, 3597c69c-23ce-471f-a4f5-0ccb631d8d95, 0.557188, 98.55856421377348, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_18, 1be50526-1053-4b9e-8755-382b76ae7305, 0.33623302, 0.3341528, 0.049462378, 5.8049546E-4, 178.41930798971862, 0.047199037, 1, Lateral root, rbohD_C10_FL_8_day2, 3597c69c-23ce-471f-a4f5-0ccb631d8d95, 0.3309223, 78.21185414803404, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_6, 43c35b1e-b8a6-40d2-a8e4-0225cdbf1296, 0.18880908, 0.18840915, 0.028152812, 3.3419268E-4, 182.3520079704069, 0.04764246, 1, Lateral root, rbohD_C10_FL_8_day2, 3597c69c-23ce-471f-a4f5-0ccb631d8d95, 0.48504972, 109.6359835757536, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, rbohD_C10_FL_7_day2, 5b3c86d3-b900-42eb-8b34-fac4800c8e10, 3.3924444, 3.1773357, 0.5774766, 0.008464924, 248.03329268978393, 0.053854406, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 8, 6.5893555, d573c873-499b-4487-9bc7-f30c3cbf0c06, 0.12030483, 8115cc27-5288-47a5-b934-8cd71a2a0dd0, 1.3343841
rbohD_FL_C10_6.rsml, lat_1, d573c873-499b-4487-9bc7-f30c3cbf0c06, 0.6916487, 0.6910376, 0.08783641, 8.888164E-4, 340.3739258907446, 0.04100236, 1, Lateral root, rbohD_C10_FL_7_day2, 5b3c86d3-b900-42eb-8b34-fac4800c8e10, 0.12030483, 151.83153989063672, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_2, b5453fea-3736-4a86-abdb-24cd93d903ef, 0.39013195, 0.3495111, 0.044014473, 4.0323302E-4, 196.1169565066253, 0.035957526, 1, Lateral root, rbohD_C10_FL_7_day2, 5b3c86d3-b900-42eb-8b34-fac4800c8e10, 0.34547624, 67.99719696125324, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_3, 67b88cff-b5ce-4c89-bdea-8dac843ab22e, 0.3740533, 0.32455173, 0.07424041, 0.0012135532, 317.4360469595774, 0.06378537, 1, Lateral root, rbohD_C10_FL_7_day2, 5b3c86d3-b900-42eb-8b34-fac4800c8e10, 0.12939678, 30.119249107545308, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_7, ae17a95f-070b-4e69-8545-110f771eea35, 0.25725573, 0.23653536, 0.029921178, 2.9515967E-4, 221.58342611004457, 0.033392597, 1, Lateral root, rbohD_C10_FL_7_day2, 5b3c86d3-b900-42eb-8b34-fac4800c8e10, 0.53411835, 81.19254870182759, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_15, 8115cc27-5288-47a5-b934-8cd71a2a0dd0, 0.3214031, 0.3135448, 0.043432325, 4.7101418E-4, 341.02956940955244, 0.04350256, 1, Lateral root, rbohD_C10_FL_7_day2, 5b3c86d3-b900-42eb-8b34-fac4800c8e10, 1.3343841, 113.11222201420992, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_17, 5d771dcb-2b32-49b5-83c1-1f01a1ef14a9, 0.46316817, 0.45554888, 0.037333205, 3.802632E-4, 150.76900834259285, 0.028880263, 1, Lateral root, rbohD_C10_FL_7_day2, 5b3c86d3-b900-42eb-8b34-fac4800c8e10, 0.6325121, 42.7578311477369, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_18, 3780955d-0d68-4ad7-b0ff-1c641f2d3732, 0.19751753, 0.19584934, 0.022411518, 2.0380385E-4, 319.2105847474601, 0.034814283, 1, Lateral root, rbohD_C10_FL_7_day2, 5b3c86d3-b900-42eb-8b34-fac4800c8e10, 0.71026915, 80.56538707185868, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_19, b5d3f77b-092b-410e-8a95-d34e1ad4ccf0, 0.104306735, 0.1031045, 0.013362773, 1.365581E-4, 343.08193197211455, 0.041630834, 1, Lateral root, rbohD_C10_FL_7_day2, 5b3c86d3-b900-42eb-8b34-fac4800c8e10, 0.99769396, 123.46381083347113, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, rbohD_C10_FL_6_day2, 3dffd4bf-217b-4ac2-90be-2b8f7f1fa8c7, 3.6502483, 3.4050832, 0.58749074, 0.008526704, 256.5149669595924, 0.054273844, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 3, 4.9053926, 0c9e5d47-83ec-4291-94ca-05c5db12f883, 0.1406844, 71de1857-922e-44c7-a9ff-0e84282e935a, 0.7522563
rbohD_FL_C10_6.rsml, lat_3, 0c9e5d47-83ec-4291-94ca-05c5db12f883, 0.8547602, 0.7460007, 0.111543156, 0.0011698663, 208.4032237290493, 0.04077987, 1, Lateral root, rbohD_C10_FL_6_day2, 3dffd4bf-217b-4ac2-90be-2b8f7f1fa8c7, 0.1406844, 79.69597229240776, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_10, 71de1857-922e-44c7-a9ff-0e84282e935a, 0.2698794, 0.23160231, 0.026489588, 2.352186E-4, 227.93781064209588, 0.030402502, 1, Lateral root, rbohD_C10_FL_6_day2, 3dffd4bf-217b-4ac2-90be-2b8f7f1fa8c7, 0.7522563, 21.502555658224022, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_14, 1791fee5-964f-433b-bbc9-cccfdd49d38b, 0.25018117, 0.24993488, 0.028675284, 2.8630567E-4, 181.86851253944005, 0.030969927, 1, Lateral root, rbohD_C10_FL_6_day2, 3dffd4bf-217b-4ac2-90be-2b8f7f1fa8c7, 0.7193274, 77.4977578703092, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, rbohD_C10_FL_5_day2, f47a6fbe-d257-42ce-b45e-065a8b2a752a, 3.4632263, 3.150429, 0.53911334, 0.006814861, 254.2935708754508, 0.050427664, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 6, 5.779392, ca692e93-3a1e-4f34-889c-10d163f3ea91, 0.0, 73812cac-8ecd-4833-b91d-3ee5c03044e9, 1.0381715
rbohD_FL_C10_6.rsml, lat_1, 1ed716c0-2084-48c6-b3d1-a35fd904132f, 0.12563482, 0.12563482, 0.016609984, 1.7475052E-4, 135.3337643656045, 0.0421335, 1, Lateral root, rbohD_C10_FL_5_day2, f47a6fbe-d257-42ce-b45e-065a8b2a752a, 0.42538467, 79.9288817431052, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_2, 5a6712d8-5518-40bb-a527-ef9e60512839, 0.21601643, 0.17579927, 0.016632443, 1.1398413E-4, 186.23387768329195, 0.029633118, 1, Lateral root, rbohD_C10_FL_5_day2, f47a6fbe-d257-42ce-b45e-065a8b2a752a, 0.56470126, 27.94454419656993, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_3, 1038df66-5ca0-4849-8c1a-685799481b68, 0.15556003, 0.1537163, 0.026789851, 3.803317E-4, 149.34285118351585, 0.053569693, 1, Lateral root, rbohD_C10_FL_5_day2, f47a6fbe-d257-42ce-b45e-065a8b2a752a, 0.8618024, 86.12846686780735, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_5, ca692e93-3a1e-4f34-889c-10d163f3ea91, 0.88090235, 0.69818515, 0.14122294, 0.0018944023, 144.70064481222497, 0.05216011, 1, Lateral root, rbohD_C10_FL_5_day2, f47a6fbe-d257-42ce-b45e-065a8b2a752a, 0.0, 146.58525792877157, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_6, 3683ab71-b12f-4252-aae3-e23948c46153, 0.52424765, 0.4727134, 0.08378027, 0.0010932119, 293.13368747753844, 0.051345985, 1, Lateral root, rbohD_C10_FL_5_day2, f47a6fbe-d257-42ce-b45e-065a8b2a752a, 0.44199413, 31.8081636439927, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_8, 73812cac-8ecd-4833-b91d-3ee5c03044e9, 0.12445148, 0.12414107, 0.016762575, 1.7429568E-4, 211.61208758225632, 0.0392603, 1, Lateral root, rbohD_C10_FL_5_day2, f47a6fbe-d257-42ce-b45e-065a8b2a752a, 1.0381715, 72.22601296321825, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, rbohD_C10_FL_4_day2, 8e7da494-af1d-4e3d-9f57-6794d7c7893f, 2.500141, 2.4137962, 0.33030084, 0.0036899329, 243.73513660736495, 0.043423787, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 2, 23.22773, bf4deeb4-fa70-48de-92f2-f6895b553ee0, 0.46816432, f21d673c-1308-42bd-aa31-67a2cafc701f, 0.5542683
rbohD_FL_C10_6.rsml, lat_9, f21d673c-1308-42bd-aa31-67a2cafc701f, 0.17270553, 0.16215071, 0.04606692, 8.8025205E-4, 318.19455312728564, 0.06291183, 1, Lateral root, rbohD_C10_FL_4_day2, 8e7da494-af1d-4e3d-9f57-6794d7c7893f, 0.5542683, 62.04043872192338, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_11, bf4deeb4-fa70-48de-92f2-f6895b553ee0, 0.20307243, 0.2000559, 0.024563877, 2.4198975E-4, 156.97266426004032, 0.03743054, 1, Lateral root, rbohD_C10_FL_4_day2, 8e7da494-af1d-4e3d-9f57-6794d7c7893f, 0.46816432, 99.18145014532196, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, rbohD_C10_FL_3_day2, 1fb162d2-b485-4721-a776-e86594135e95, 1.5432408, 1.2950141, 0.2244735, 0.0026865439, 125.3357197981615, 0.04856536, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, rbohD_C10_FL_12_day2, 385daa97-aa53-4d34-aaf5-828a7d09d08d, 3.0242748, 1.4958277, 0.5338064, 0.007928896, 165.15353699880143, 0.055649865, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 1, 0.0, c11382cb-df44-4b2a-9321-98536c008fc5, 0.11198237, c11382cb-df44-4b2a-9321-98536c008fc5, 0.11198237
rbohD_FL_C10_6.rsml, root_0, c11382cb-df44-4b2a-9321-98536c008fc5, 0.7284728, 0.7256304, 0.11816903, 0.0015992692, 170.90532126113922, 0.050200768, 1, Lateral root, rbohD_C10_FL_12_day2, 385daa97-aa53-4d34-aaf5-828a7d09d08d, 0.11198237, 139.43355809414797, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, rbohD_C10_FL_10_day2, 8bbdf17a-4486-44ae-af22-e56c274aa075, 2.72712, 2.5085828, 0.42061692, 0.0052231713, 236.0675935658653, 0.05079359, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 2, 22.445032, cf99604c-9d45-4f0d-b694-5dc5d8836e24, 0.28569767, 844e1b07-2d82-4608-a20b-b07428da1780, 0.37480426
rbohD_FL_C10_6.rsml, lat_2, 844e1b07-2d82-4608-a20b-b07428da1780, 0.45722494, 0.44986212, 0.0707945, 8.937132E-4, 233.76054690953177, 0.051287256, 1, Lateral root, rbohD_C10_FL_10_day2, 8bbdf17a-4486-44ae-af22-e56c274aa075, 0.37480426, 28.101720509750262, 0, 0.0, null, null, null, null
rbohD_FL_C10_6.rsml, lat_8, cf99604c-9d45-4f0d-b694-5dc5d8836e24, 0.21416663, 0.21416575, 0.0317639, 3.7503E-4, 136.5287606024116, 0.04774487, 1, Lateral root, rbohD_C10_FL_10_day2, 8bbdf17a-4486-44ae-af22-e56c274aa075, 0.28569767, 125.33350681687043, 0, 0.0, null, null, null, null
Col_FL_A1_7.rsml, root_0, 5a0f3c07-68d3-4b11-9d24-881527191bb3, 1.0960064, 0.8135915, 0.16355215, 0.002103473, 148.27478718224427, 0.04978669, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
Col_FL_A1_7.rsml, Col_FL_day2_9, df0f84e4-e35c-4612-8025-4b64fe5aa4a5, 5.03809, 2.3199213, 0.69564164, 0.008101708, 204.4420555199004, 0.043883584, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 10, 5.0620646, 12139468-7b6e-4513-b3c7-ef7fe4f3a946, 0.13468017, dc988794-6df8-4b1b-8a68-f78362353b03, 2.1101587
Col_FL_A1_7.rsml, root_0, a081e314-ae61-4a22-9458-046127477c1a, 0.35420302, 0.3328893, 0.04436271, 4.708599E-4, 173.32337215186382, 0.035789814, 1, Lateral root, Col_FL_day2_9, df0f84e4-e35c-4612-8025-4b64fe5aa4a5, 0.37091255, 81.94896483164983, 0, 0.0, null, null, null, null
Col_FL_A1_7.rsml, root_0, ab4dc3af-38dd-4528-adb7-d10de799c6a3, 1.2063494, 1.1148789, 0.20618597, 0.0029500315, 55.82206033171994, 0.054174624, 1, Lateral root, Col_FL_day2_9, df0f84e4-e35c-4612-8025-4b64fe5aa4a5, 0.32746044, 135.8583911957532, 0, 0.0, null, null, null, null
Col_FL_A1_7.rsml, root_0, ffa6065c-952d-4c98-b629-e2eeed758137, 1.284216, 1.2630064, 0.19981475, 0.0025643262, 179.1007969443458, 0.051497065, 1, Lateral root, Col_FL_day2_9, df0f84e4-e35c-4612-8025-4b64fe5aa4a5, 0.67407984, 62.20178145049742, 0, 0.0, null, null, null, null
Col_FL_A1_7.rsml, root_0, 3563ebee-ace3-4598-b2fb-67e04095495d, 0.7405835, 0.7179203, 0.10613561, 0.0013484232, 278.4796532170595, 0.0521515, 1, Lateral root, Col_FL_day2_9, df0f84e4-e35c-4612-8025-4b64fe5aa4a5, 0.8161548, 16.706164596609288, 0, 0.0, null, null, null, null
Col_FL_A1_7.rsml, root_0, 87f91030-8290-4135-9323-34f7412e8b56, 0.60030574, 0.4696478, 0.07471834, 7.6185237E-4, 225.60901666344503, 0.03710947, 1, Lateral root, Col_FL_day2_9, df0f84e4-e35c-4612-8025-4b64fe5aa4a5, 1.1410854, 42.1121733654956, 0, 0.0, null, null, null, null
Col_FL_A1_7.rsml, root_0, 939a86cd-4f1c-41d7-9508-0746d42df772, 0.5082901, 0.49311602, 0.066278845, 7.340468E-4, 321.1151966578965, 0.038659938, 1, Lateral root, Col_FL_day2_9, df0f84e4-e35c-4612-8025-4b64fe5aa4a5, 1.0274374, 72.94923437367423, 0, 0.0, null, null, null, null
Col_FL_A1_7.rsml, root_0, dc988794-6df8-4b1b-8a68-f78362353b03, 0.21783757, 0.19295762, 0.024051594, 2.4237105E-4, 249.32744961296126, 0.039325103, 1, Lateral root, Col_FL_day2_9, df0f84e4-e35c-4612-8025-4b64fe5aa4a5, 2.1101587, 94.46144791938464, 0, 0.0, null, null, null, null
Col_FL_A1_7.rsml, root_0, 24b3b435-c454-4c78-b28e-a6a70b933987, 0.22856592, 0.21978772, 0.017682893, 1.1110145E-4, 292.8237608137599, 0.025354793, 1, Lateral root, Col_FL_day2_9, df0f84e4-e35c-4612-8025-4b64fe5aa4a5, 1.867381, 126.92771395028642, 0, 0.0, null, null, null, null
Col_FL_A1_7.rsml, root_0, f5542955-4c82-4442-a0b5-3f97125c453e, 0.18045668, 0.1786652, 0.021615935, 2.454917E-4, 325.2983869962058, 0.04506243, 1, Lateral root, Col_FL_day2_9, df0f84e4-e35c-4612-8025-4b64fe5aa4a5, 1.6435101, 102.4552417767791, 0, 0.0, null, null, null, null
Col_FL_A1_7.rsml, root_0, 12139468-7b6e-4513-b3c7-ef7fe4f3a946, 0.6329295, 0.6237327, 0.10215512, 0.0013408903, 58.44421435031744, 0.05501718, 1, Lateral root, Col_FL_day2_9, df0f84e4-e35c-4612-8025-4b64fe5aa4a5, 0.13468017, 163.87282188791067, 0, 0.0, null, null, null, null
Col_FL_A1_7.rsml, Col_FL_day2_8, 212bd18e-be41-47d3-867c-8108293e3b3d, 2.094717, 0.48187968, 0.51095563, 0.011297513, 189.5294029766881, 0.07159616, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
Col_FL_A1_7.rsml, Col_FL_day2_7, 426059f2-5802-45ca-a01a-6e97cd572f39, 1.3619084, 0.45869356, 0.1900635, 0.0023528542, 207.88611010698764, 0.04259358, 0, Root, -1, -1, -0.008466667, -57.29577951308232, 1, 0.0, a52eb723-10c3-445f-a851-268ee7f6a3d4, 0.6714506, a52eb723-10c3-445f-a851-268ee7f6a3d4, 0.6714506
