query_label,source,native,name,p_value,term_size,query_size,intersection_size
root:up,GO:CC,GO:0055035,plastid thylakoid membrane,2.793666884823386e-48,423,201,54
root:up,GO:CC,GO:0042651,thylakoid membrane,2.1706221939962109e-47,439,201,54
root:up,GO:CC,GO:0034357,photosynthetic membrane,2.4605264090384927e-47,440,201,54
root:up,GO:BP,GO:0015979,photosynthesis,1.5525913279108426e-46,281,201,47
root:up,GO:CC,GO:0009526,plastid envelope,4.395893854417656e-44,983,201,68
root:up,GO:CC,GO:0009522,photosystem I,8.821505304979143e-43,43,201,26
root:up,GO:CC,GO:0031968,organelle outer membrane,2.3080925406777533e-42,543,201,54
root:up,GO:CC,GO:0019867,outer membrane,2.3080925406777533e-42,543,201,54
root:up,GO:CC,GO:0009521,photosystem,4.052735650523562e-40,97,201,31
root:up,GO:CC,GO:0042170,plastid membrane,6.5862118897978685e-40,670,201,56
root:up,GO:CC,GO:0009507,chloroplast,9.533511845017935e-36,2339,201,86
root:up,GO:CC,GO:0031967,organelle envelope,2.272784746718018e-34,1446,201,69
root:up,GO:CC,GO:0009536,plastid,1.071576001045062e-32,2841,201,90
root:up,KEGG,KEGG:00196,Photosynthesis - antenna proteins,5.58477458494447e-26,22,201,15
root:up,KEGG,KEGG:00195,Photosynthesis,1.7038526404383217e-25,45,201,18
root:up,GO:MF,GO:0019904,protein domain specific binding,1.0528445341861435e-24,91,201,22
root:up,GO:BP,GO:0009765,"photosynthesis, light harvesting",5.961441431169339e-24,37,201,17
root:up,GO:BP,GO:0019684,"photosynthesis, light reaction",8.887481263187419e-24,146,201,25
root:up,GO:CC,GO:0009523,photosystem II,3.2687668341020154e-23,78,201,20
root:up,GO:CC,GO:0043228,membraneless organelle,1.0042665925804367e-21,2482,201,71
root:up,GO:CC,GO:0043232,intracellular membraneless organelle,1.0042665925804367e-21,2482,201,71
root:up,GO:CC,GO:0098588,bounding membrane of organelle,1.3657931814791418e-21,1396,201,54
root:up,GO:CC,GO:0098796,membrane protein complex,1.929255318013473e-21,426,201,33
root:up,GO:CC,GO:0048046,apoplast,2.686889952906732e-21,466,201,34
root:up,GO:MF,GO:0016168,chlorophyll binding,4.93608694653104e-21,34,201,15
root:up,GO:CC,GO:0009570,chloroplast stroma,3.649488158740078e-20,757,201,40
root:up,GO:CC,GO:0009532,plastid stroma,5.102044989596454e-20,764,201,40
root:up,GO:BP,GO:0006091,generation of precursor metabolites and energy,1.712875821561052e-17,460,201,31
root:up,GO:CC,GO:0009941,chloroplast envelope,8.254397971651713e-17,692,201,35
root:up,GO:BP,GO:0009768,"photosynthesis, light harvesting in photosystem I",6.212923057567152e-16,10,201,9
root:up,KEGG,KEGG:01100,Metabolic pathways,1.461253548946752e-15,2323,201,59
root:up,GO:CC,GO:0031090,organelle membrane,2.34416754012045e-14,2391,201,59
root:up,GO:CC,GO:0005576,extracellular region,1.3270076622397774e-13,1545,201,46
root:up,GO:CC,GO:0098807,chloroplast thylakoid membrane protein complex,2.431972692538761e-13,17,201,9
root:up,GO:CC,GO:0009538,photosystem I reaction center,1.5555626380634934e-12,8,201,7
root:up,GO:CC,GO:0010287,plastoglobule,5.047498666402677e-12,61,201,12
root:up,GO:BP,GO:0019685,"photosynthesis, dark reaction",1.6987375096144276e-11,21,201,9
root:up,GO:BP,GO:0019253,reductive pentose-phosphate cycle,1.6987375096144276e-11,21,201,9
root:up,GO:CC,GO:0016020,membrane,1.9922692152035277e-11,7859,201,110
root:up,GO:CC,GO:0005737,cytoplasm,1.6402345050269486e-10,9408,201,121
root:up,GO:BP,GO:0015977,carbon fixation,2.603941418357875e-10,27,201,9
root:up,GO:BP,GO:0009645,response to low light intensity stimulus,6.008848304859882e-10,19,201,8
root:up,GO:CC,GO:0110165,cellular anatomical structure,1.0100696550862894e-09,17571,201,176
root:up,GO:MF,GO:0046906,tetrapyrrole binding,1.6572589546953131e-09,403,201,21
root:up,KEGG,KEGG:00710,Carbon fixation by Calvin cycle,4.829938683865209e-09,70,201,10
root:up,GO:CC,GO:0009517,PSII associated light-harvesting complex II,2.1221242305313135e-08,6,201,5
root:up,GO:CC,GO:0010598,NAD(P)H dehydrogenase complex (plastoquinone),2.353239414004198e-08,12,201,6
root:up,GO:CC,GO:0031977,thylakoid lumen,3.615546464565455e-08,74,201,10
root:up,GO:CC,GO:0005829,cytosol,5.7597104875477805e-08,2404,201,48
root:up,GO:MF,GO:0016984,ribulose-bisphosphate carboxylase activity,1.5296449467537858e-07,7,201,5
root:up,GO:CC,GO:0030076,light-harvesting complex,1.9561891344597209e-07,8,201,5
root:up,GO:CC,GO:0009503,thylakoid light-harvesting complex,1.9561891344597209e-07,8,201,5
root:up,KEGG,KEGG:00630,Glyoxylate and dicarboxylate metabolism,3.22840588034526e-07,79,201,9
root:up,GO:CC,GO:0043231,intracellular membrane-bounded organelle,1.3476001281229962e-06,11408,201,127
root:up,GO:CC,GO:0043227,membrane-bounded organelle,1.4820835890038077e-06,11423,201,127
root:up,GO:MF,GO:0003729,mRNA binding,2.0857387873345822e-06,1397,201,33
root:up,GO:BP,GO:0009769,"photosynthesis, light harvesting in photosystem II",2.8249483601744226e-06,4,201,4
root:up,GO:BP,GO:0009767,photosynthetic electron transport chain,4.82449124146261e-06,52,201,8
root:up,GO:CC,GO:0005575,cellular_component,5.279976592976494e-06,18845,201,176
root:up,KEGG,KEGG:01200,Carbon metabolism,6.222640073208579e-06,271,201,13
root:up,GO:CC,GO:0099503,secretory vesicle,1.1980818162026122e-05,170,201,11
root:up,GO:CC,GO:0043229,intracellular organelle,2.5553353088068295e-05,11895,201,127
root:up,GO:BP,GO:0009644,response to high light intensity,2.624268965721738e-05,64,201,8
root:up,GO:BP,GO:0022900,electron transport chain,2.6578258371202415e-05,192,201,12
root:up,GO:CC,GO:0043226,organelle,2.768737683991981e-05,11909,201,127
root:up,GO:CC,GO:0005622,intracellular anatomical structure,4.2371503295307535e-05,13057,201,135
root:up,GO:CC,GO:0010319,stromule,5.961124446638956e-05,38,201,6
root:up,GO:BP,GO:0009773,photosynthetic electron transport in photosystem I,8.61122269248374e-05,16,201,5
root:up,GO:BP,GO:0009416,response to light stimulus,0.000322005342342533,756,201,21
root:up,GO:BP,GO:0009314,response to radiation,0.0004617279525368808,773,201,21
root:up,GO:BP,GO:0009409,response to cold,0.0004917934965760104,405,201,15
root:up,GO:CC,GO:0032991,protein-containing complex,0.0007002849304136257,2496,201,40
root:up,GO:BP,GO:0009642,response to light intensity,0.0025558640765787326,154,201,9
root:up,KEGG,KEGG:00000,KEGG root term,0.003060209018503796,5836,201,68
root:up,GO:MF,GO:0046872,metal ion binding,0.004846511523515875,3824,201,52
root:up,GO:MF,GO:0036094,small molecule binding,0.005355513846550615,6574,201,77
root:up,GO:MF,GO:0043169,cation binding,0.005367330531087753,3838,201,52
root:up,GO:CC,GO:0009543,chloroplast thylakoid lumen,0.006287513380729753,51,201,5
root:up,GO:CC,GO:0031978,plastid thylakoid lumen,0.006287513380729753,51,201,5
root:up,GO:BP,GO:1903428,positive regulation of reactive oxygen species biosynthetic process,0.012872143196793053,7,201,3
root:up,GO:MF,GO:0043531,ADP binding,0.015238837652447912,170,201,8
root:up,GO:BP,GO:0010119,regulation of stomatal movement,0.015901734834489308,107,201,7
root:up,GO:MF,GO:0043167,ion binding,0.018910380049763306,6457,201,74
root:up,GO:CC,GO:0030093,chloroplast photosystem I,0.025084031213945368,3,201,2
root:up,GO:MF,GO:0003723,RNA binding,0.02601050957159232,2244,201,34
root:up,GO:BP,GO:0010118,stomatal movement,0.02834628865574054,160,201,8
root:up,GO:BP,GO:0009266,response to temperature stimulus,0.029086147670962684,638,201,16
root:up,GO:MF,GO:0048038,quinone binding,0.03002354259226457,32,201,4
root:up,GO:BP,GO:0016051,carbohydrate biosynthetic process,0.03946758140797659,327,201,11
root:up,GO:BP,GO:2000379,positive regulation of reactive oxygen species metabolic process,0.043392833210358216,10,201,3
root:up,GO:BP,GO:0104004,cellular response to environmental stimulus,0.04912849511930608,223,201,9
root:up,GO:BP,GO:0071214,cellular response to abiotic stimulus,0.04912849511930608,223,201,9
shoot:all,GO:BP,GO:0009664,plant-type cell wall organization,9.627626992884089e-11,153,144,14
shoot:all,GO:BP,GO:0071555,cell wall organization,5.745280443396983e-10,513,144,21
shoot:all,GO:MF,GO:0005199,structural constituent of cell wall,6.792825516703176e-10,28,144,8
shoot:all,GO:BP,GO:0045229,external encapsulating structure organization,2.385345085767499e-09,553,144,21
shoot:all,GO:CC,GO:0005576,extracellular region,3.188305208792794e-09,1484,144,32
shoot:all,KEGG,KEGG:00940,Phenylpropanoid biosynthesis,4.299911835008939e-09,127,144,11
shoot:all,GO:BP,GO:0071554,cell wall organization or biogenesis,5.908283561977788e-09,646,144,22
shoot:all,GO:MF,GO:0140825,lactoperoxidase activity,1.1569265897713487e-07,75,144,9
shoot:all,GO:BP,GO:0071669,plant-type cell wall organization or biogenesis,1.542119314850078e-07,264,144,14
shoot:all,GO:MF,GO:0020037,heme binding,7.420212061506662e-07,368,144,15
shoot:all,GO:BP,GO:0042744,hydrogen peroxide catabolic process,1.1762146847567646e-06,91,144,9
shoot:all,GO:MF,GO:0046906,tetrapyrrole binding,2.6086635171381953e-06,404,144,15
shoot:all,GO:BP,GO:0042743,hydrogen peroxide metabolic process,7.4743675473422564e-06,112,144,9
shoot:all,GO:MF,GO:0004601,peroxidase activity,1.2800399852627921e-05,127,144,9
shoot:all,GO:MF,GO:0016684,"oxidoreductase activity, acting on peroxide as acceptor",1.911090157859771e-05,133,144,9
shoot:all,GO:MF,GO:0016209,antioxidant activity,4.796688361931366e-05,148,144,9
shoot:all,GO:BP,GO:0072593,reactive oxygen species metabolic process,4.8300352616094244e-05,184,144,10
shoot:all,GO:BP,GO:0098869,cellular oxidant detoxification,0.00013200124360724782,156,144,9
shoot:all,GO:BP,GO:1990748,cellular detoxification,0.0002473489604630697,168,144,9
shoot:all,GO:BP,GO:0097237,cellular response to toxic substance,0.0002600446437863997,169,144,9
shoot:all,GO:MF,GO:0016491,oxidoreductase activity,0.00031466407552043337,1418,144,24
shoot:all,GO:BP,GO:0009698,phenylpropanoid metabolic process,0.002126552908793255,163,144,8
shoot:all,KEGG,KEGG:01110,Biosynthesis of secondary metabolites,0.004518926809397497,1327,144,19
shoot:all,GO:BP,GO:0048364,root development,0.004579816310103682,610,144,14
shoot:all,GO:BP,GO:0022622,root system development,0.004665201717241266,611,144,14
shoot:all,GO:BP,GO:0010015,root morphogenesis,0.008668318806820636,327,144,10
shoot:all,GO:BP,GO:0098754,detoxification,0.012298890144301165,271,144,9
shoot:all,GO:BP,GO:0006979,response to oxidative stress,0.014186683565290004,422,144,11
shoot:all,GO:BP,GO:0009636,response to toxic substance,0.03675451714110033,312,144,9
shoot:all,GO:BP,GO:1905392,plant organ morphogenesis,0.03754637354481971,470,144,11
shoot:all,GO:BP,GO:0042221,response to chemical,0.0486032303347977,2872,144,32
shoot:all,GO:BP,GO:0099402,plant organ development,0.04863983086190643,1168,144,18
shoot:up,GO:BP,GO:0009664,plant-type cell wall organization,8.012824883021369e-11,153,142,14
shoot:up,GO:BP,GO:0071555,cell wall organization,4.3932407245980397e-10,513,142,21
shoot:up,GO:MF,GO:0005199,structural constituent of cell wall,5.483794645552031e-10,28,142,8
shoot:up,GO:BP,GO:0045229,external encapsulating structure organization,1.8294326512127071e-09,553,142,21
shoot:up,GO:CC,GO:0005576,extracellular region,2.1624370193036357e-09,1484,142,32
shoot:up,KEGG,KEGG:00940,Phenylpropanoid biosynthesis,3.6961418977149456e-09,127,142,11
shoot:up,GO:BP,GO:0071554,cell wall organization or biogenesis,4.48884374363424e-09,646,142,22
shoot:up,GO:MF,GO:0140825,lactoperoxidase activity,9.231998183087125e-08,75,142,9
shoot:up,GO:BP,GO:0071669,plant-type cell wall organization or biogenesis,1.2937646596757558e-07,264,142,14
shoot:up,GO:MF,GO:0020037,heme binding,5.519223354290527e-07,368,142,15
shoot:up,GO:BP,GO:0042744,hydrogen peroxide catabolic process,1.0514207424677954e-06,91,142,9
shoot:up,GO:MF,GO:0046906,tetrapyrrole binding,1.9454035884211206e-06,404,142,15
shoot:up,GO:BP,GO:0042743,hydrogen peroxide metabolic process,6.69105922528428e-06,112,142,9
shoot:up,GO:MF,GO:0004601,peroxidase activity,1.0251199134592073e-05,127,142,9
shoot:up,GO:MF,GO:0016684,"oxidoreductase activity, acting on peroxide as acceptor",1.531130028060044e-05,133,142,9
shoot:up,GO:MF,GO:0016209,antioxidant activity,3.8469935225500043e-05,148,142,9
shoot:up,GO:BP,GO:0072593,reactive oxygen species metabolic process,4.281286624827645e-05,184,142,10
shoot:up,GO:BP,GO:0098869,cellular oxidant detoxification,0.00011852673111249826,156,142,9
shoot:up,GO:BP,GO:1990748,cellular detoxification,0.00022228339256394556,168,142,9
shoot:up,GO:BP,GO:0097237,cellular response to toxic substance,0.00023370860943342284,169,142,9
shoot:up,GO:MF,GO:0016491,oxidoreductase activity,0.000789368312623141,1418,142,23
shoot:up,GO:BP,GO:0009698,phenylpropanoid metabolic process,0.001938747966359004,163,142,8
shoot:up,KEGG,KEGG:01110,Biosynthesis of secondary metabolites,0.0037453555811126304,1327,142,19
shoot:up,GO:BP,GO:0048364,root development,0.003938704566295064,610,142,14
shoot:up,GO:BP,GO:0022622,root system development,0.004012423215953349,611,142,14
shoot:up,GO:BP,GO:0010015,root morphogenesis,0.007760018306378701,327,142,10
shoot:up,GO:BP,GO:0098754,detoxification,0.011130796385241368,271,142,9
shoot:up,GO:BP,GO:0006979,response to oxidative stress,0.012595804444071977,422,142,11
shoot:up,GO:BP,GO:0009636,response to toxic substance,0.03335664009390145,312,142,9
shoot:up,GO:BP,GO:1905392,plant organ morphogenesis,0.0334471231833933,470,142,11
shoot:up,GO:BP,GO:0042221,response to chemical,0.03701866488816357,2872,142,32
shoot:up,GO:BP,GO:0009056,catabolic process,0.045802845697218854,1289,142,19
shoot:up,GO:BP,GO:0010345,suberin biosynthetic process,0.04980360011072271,16,142,3
